Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Quartile Range,Suppression Flag
"Received Counseling or Therapy, Last 4 Weeks",By State,Oklahoma,Oklahoma,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,7.5,5.5,9.9,5.5 - 9.9,7.2-8.7,
"Received Counseling or Therapy, Last 4 Weeks",By State,Oregon,Oregon,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,13.0,11.0,15.2,11.0 - 15.2,10.1-19.1,
"Received Counseling or Therapy, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,9.3,7.9,10.8,7.9 - 10.8,8.8-10.0,
"Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,13.5,10.6,17.0,10.6 - 17.0,10.1-19.1,
"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,5.4,3.8,7.5,3.8 - 7.5,4.9-7.1,
"Received Counseling or Therapy, Last 4 Weeks",By State,South Dakota,South Dakota,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,6.2,4.3,8.6,4.3 - 8.6,4.9-7.1,
"Received Counseling or Therapy, Last 4 Weeks",By State,Tennessee,Tennessee,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,8.2,6.5,10.2,6.5 - 10.2,7.2-8.7,
"Received Counseling or Therapy, Last 4 Weeks",By State,Texas,Texas,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,6.7,5.5,8.2,5.5 - 8.2,4.9-7.1,
"Received Counseling or Therapy, Last 4 Weeks",By State,Utah,Utah,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,9.4,8.0,10.9,8.0 - 10.9,8.8-10.0,
"Received Counseling or Therapy, Last 4 Weeks",By State,Vermont,Vermont,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,11.4,8.8,14.5,8.8 - 14.5,10.1-19.1,
"Received Counseling or Therapy, Last 4 Weeks",By State,Virginia,Virginia,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,9.3,7.7,11.2,7.7 - 11.2,8.8-10.0,
"Received Counseling or Therapy, Last 4 Weeks",By State,Washington,Washington,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,10.3,8.8,11.9,8.8 - 11.9,10.1-19.1,
"Received Counseling or Therapy, Last 4 Weeks",By State,West Virginia,West Virginia,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,5.1,3.6,6.9,3.6 - 6.9,4.9-7.1,
"Received Counseling or Therapy, Last 4 Weeks",By State,Wisconsin,Wisconsin,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,7.2,5.9,8.6,5.9 - 8.6,7.2-8.7,
"Received Counseling or Therapy, Last 4 Weeks",By State,Wyoming,Wyoming,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,5.3,3.8,7.2,3.8 - 7.2,4.9-7.1,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,22.4,22.0,22.9,22.0 - 22.9,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,23.3,21.5,25.2,21.5 - 25.2,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,23.1,22.1,24.1,22.1 - 24.1,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,23.6,22.8,24.5,22.8 - 24.5,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,23.9,22.8,25.1,22.8 - 25.1,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,21.2,20.2,22.2,20.2 - 22.2,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,19.6,18.1,21.1,18.1 - 21.1,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,14.8,12.0,17.9,12.0 - 17.9,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,16.3,15.6,17.1,15.6 - 17.1,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,28.0,27.3,28.7,27.3 - 28.7,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,13.9,13.4,14.4,13.4 - 14.4,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,37.5,36.5,38.5,36.5 - 38.5,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,17.2,15.8,18.6,15.8 - 18.6,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,25.6,25.0,26.1,25.0 - 26.1,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,15.6,14.2,17.1,14.2 - 17.1,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,11.1,9.7,12.5,9.7 - 12.5,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,25.0,22.3,27.9,22.3 - 27.9,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,20.0,17.3,22.9,17.3 - 22.9,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,20.1,19.1,21.2,19.1 - 21.2,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,23.5,22.7,24.4,22.7 - 24.4,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,24.0,23.4,24.6,23.4 - 24.6,,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,Alabama,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,25.2,21.9,28.6,21.9 - 28.6,23.6-25.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,19.2,16.6,21.9,16.6 - 21.9,17.7-21.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,Arizona,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,20.2,17.9,22.6,17.9 - 22.6,17.7-21.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,Arkansas,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,25.3,22.0,28.8,22.0 - 28.8,23.6-25.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,California,California,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,20.1,18.3,21.9,18.3 - 21.9,17.7-21.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,Colorado,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,22.0,19.7,24.4,19.7 - 24.4,21.8-23.5,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,Connecticut,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,23.1,19.7,26.8,19.7 - 26.8,21.8-23.5,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,24.0,20.5,27.7,20.5 - 27.7,23.6-25.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,District of Columbia,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,27.6,22.3,33.4,22.3 - 33.4,25.4-28.4,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Florida,Florida,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,21.3,18.6,24.1,18.6 - 24.1,17.7-21.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,Georgia,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,22.8,20.2,25.6,20.2 - 25.6,21.8-23.5,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,Hawaii,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,19.6,16.0,23.6,16.0 - 23.6,17.7-21.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,Idaho,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,25.2,22.4,28.3,22.4 - 28.3,23.6-25.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,Illinois,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,20.3,18.0,22.7,18.0 - 22.7,17.7-21.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,Indiana,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,25.3,22.4,28.3,22.4 - 28.3,23.6-25.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,Iowa,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,25.0,21.9,28.2,21.9 - 28.2,23.6-25.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,Kansas,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,23.9,20.4,27.7,20.4 - 27.7,23.6-25.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,Kentucky,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,28.4,24.6,32.5,24.6 - 32.5,25.4-28.4,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,Louisiana,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,26.6,23.3,30.1,23.3 - 30.1,25.4-28.4,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Maine,Maine,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,28.0,23.8,32.4,23.8 - 32.4,25.4-28.4,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,Maryland,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,20.5,18.3,22.8,18.3 - 22.8,17.7-21.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,Massachusetts,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,24.6,22.6,26.7,22.6 - 26.7,23.6-25.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,23.4,20.8,26.2,20.8 - 26.2,21.8-23.5,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,23.7,21.5,26.1,21.5 - 26.1,23.6-25.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,Mississippi,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,21.7,18.2,25.6,18.2 - 25.6,17.7-21.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,Missouri,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,25.9,23.1,28.9,23.1 - 28.9,25.4-28.4,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Montana,Montana,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,21.9,18.7,25.4,18.7 - 25.4,21.8-23.5,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,Nebraska,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,25.3,21.6,29.2,21.6 - 29.2,23.6-25.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,Nevada,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,17.7,15.4,20.1,15.4 - 20.1,17.7-21.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,New Hampshire,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,24.3,20.4,28.5,20.4 - 28.5,23.6-25.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,New Jersey,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,21.8,19.3,24.4,19.3 - 24.4,21.8-23.5,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,New Mexico,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,23.0,19.9,26.2,19.9 - 26.2,21.8-23.5,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New York,New York,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,21.9,19.4,24.5,19.4 - 24.5,21.8-23.5,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,North Carolina,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,22.5,19.8,25.5,19.8 - 25.5,21.8-23.5,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,North Dakota,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,20.7,16.8,25.2,16.8 - 25.2,17.7-21.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Ohio,Ohio,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,23.6,20.0,27.5,20.0 - 27.5,23.6-25.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Oklahoma,Oklahoma,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,24.3,21.7,27.0,21.7 - 27.0,23.6-25.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Oregon,Oregon,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,28.3,25.5,31.3,25.5 - 31.3,25.4-28.4,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,25.5,22.4,28.8,22.4 - 28.8,25.4-28.4,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,25.9,22.2,30.0,22.2 - 30.0,25.4-28.4,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,21.9,18.9,25.1,18.9 - 25.1,21.8-23.5,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Dakota,South Dakota,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,20.1,16.4,24.2,16.4 - 24.2,17.7-21.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Tennessee,Tennessee,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,24.0,21.1,27.1,21.1 - 27.1,23.6-25.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Texas,Texas,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,18.8,16.8,21.0,16.8 - 21.0,17.7-21.7,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Utah,Utah,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,27.5,24.7,30.4,24.7 - 30.4,25.4-28.4,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Vermont,Vermont,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,27.8,22.5,33.6,22.5 - 33.6,25.4-28.4,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Virginia,Virginia,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,21.8,19.2,24.6,19.2 - 24.6,21.8-23.5,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Washington,Washington,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,25.0,23.4,26.7,23.4 - 26.7,23.6-25.3,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,West Virginia,West Virginia,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,23.5,19.9,27.4,19.9 - 27.4,21.8-23.5,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Wisconsin,Wisconsin,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,22.1,19.5,24.9,19.5 - 24.9,21.8-23.5,
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Wyoming,Wyoming,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,20.5,16.9,24.4,16.9 - 24.4,17.7-21.7,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",National Estimate,United States,United States,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,9.2,8.8,9.6,8.8 - 9.6,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,18 - 29 years,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,15.6,14.5,16.7,14.5 - 16.7,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,30 - 39 years,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,12.9,11.9,13.9,11.9 - 13.9,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,40 - 49 years,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,10.0,9.3,10.7,9.3 - 10.7,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,50 - 59 years,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,7.7,6.9,8.5,6.9 - 8.5,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,60 - 69 years,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,5.3,4.8,5.9,4.8 - 5.9,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,70 - 79 years,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,2.9,2.2,3.6,2.2 - 3.6,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,80 years and above,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,1.4,0.9,2.0,0.9 - 2.0,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,United States,Male,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,6.8,6.2,7.3,6.2 - 7.3,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,United States,Female,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,11.4,10.9,11.9,10.9 - 11.9,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,2.4,2.2,2.7,2.2 - 2.7,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,21.0,20.2,21.8,20.2 - 21.8,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,9.6,8.6,10.6,8.6 - 10.6,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,9.1,8.7,9.5,8.7 - 9.5,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,9.3,8.3,10.3,8.3 - 10.3,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,4.8,3.9,5.8,3.9 - 5.8,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,14.2,12.1,16.4,12.1 - 16.4,,
