Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,32.5,28.4,36.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,36.4,32.5,40.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,38.9,34.3,43.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,34.3,30.6,38.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,32.9,29.3,36.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,40.6,36.9,44.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,39.4,35.8,43.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,32.4,29.1,35.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,34.5,28.8,40.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,35.2,30.2,40.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,27.3,23.5,31.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,28.6,24.9,32.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,34.8,30.4,39.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,34.8,30.6,39.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,37.6,34.2,41.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,34.6,29.9,39.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,41.4,36.7,46.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,34.6,29.4,40.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,27.7,23.8,31.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,35.1,31.7,38.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,34.1,29.6,38.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,36.8,33.2,40.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,35.1,31.7,38.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,34.4,29.9,39.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,33.3,29.4,37.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,25.6,20.5,31.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,33.4,28.0,39.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,34.9,30.8,39.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,34.7,31.1,38.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,33.9,28.5,39.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,33.7,30.3,37.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,35.0,32.2,37.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,34.3,29.5,39.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,31.1,28.1,34.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,1,1,"Apr 23 - May 5, 2020",04/23/2020,05/05/2020,31.0,26.4,35.8
Symptoms of Depressive Disorder,National Estimate,United States,United States,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,24.1,23.0,25.2
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,36.2,32.2,40.2
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,27.7,25.7,29.8
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,25.5,23.1,28.0
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,24.1,22.0,26.2
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,17.6,15.7,19.6
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,12.2,10.4,14.2
Symptoms of Depressive Disorder,By Age,United States,80 years and above,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,9.1,6.9,11.6
Symptoms of Depressive Disorder,By Sex,United States,Male,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,22.3,20.6,24.0
Symptoms of Depressive Disorder,By Sex,United States,Female,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,25.8,24.7,27.0
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,27.9,24.4,31.6
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,22.5,21.6,23.4
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,27.7,23.8,31.9
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,19.5,15.4,24.3
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,33.0,28.6,37.7
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,31.4,25.9,37.3
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,27.1,24.9,29.4
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,26.5,25.0,28.1
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,17.2,16.0,18.3
Symptoms of Depressive Disorder,By State,Alabama,Alabama,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,22.5,16.4,29.5
Symptoms of Depressive Disorder,By State,Alaska,Alaska,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,25.1,20.3,30.4
Symptoms of Depressive Disorder,By State,Arizona,Arizona,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,25.3,19.7,31.7
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,24.5,19.2,30.5
Symptoms of Depressive Disorder,By State,California,California,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,22.8,19.2,26.8
Symptoms of Depressive Disorder,By State,Colorado,Colorado,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,23.6,17.8,30.2
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,21.5,16.2,27.6
Symptoms of Depressive Disorder,By State,Delaware,Delaware,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,23.3,18.3,28.9
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,30.3,22.8,38.6
Symptoms of Depressive Disorder,By State,Florida,Florida,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,24.8,20.0,30.0
Symptoms of Depressive Disorder,By State,Georgia,Georgia,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,25.6,20.7,30.9
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,16.8,12.1,22.4
Symptoms of Depressive Disorder,By State,Idaho,Idaho,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,17.0,13.2,21.5
Symptoms of Depressive Disorder,By State,Illinois,Illinois,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,29.2,25.2,33.5
Symptoms of Depressive Disorder,By State,Indiana,Indiana,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,19.9,14.8,25.8
Symptoms of Depressive Disorder,By State,Iowa,Iowa,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,18.1,12.9,24.2
Symptoms of Depressive Disorder,By State,Kansas,Kansas,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,16.7,12.8,21.2
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,25.6,19.8,32.2
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,30.0,23.2,37.5
Symptoms of Depressive Disorder,By State,Maine,Maine,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,17.1,12.2,23.0
Symptoms of Depressive Disorder,By State,Maryland,Maryland,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,24.6,18.3,31.8
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,18.9,15.2,23.0
Symptoms of Depressive Disorder,By State,Michigan,Michigan,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,23.4,18.8,28.4
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,18.4,13.8,23.9
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,35.5,27.5,44.1
Symptoms of Depressive Disorder,By State,Missouri,Missouri,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,24.1,18.5,30.5
Symptoms of Depressive Disorder,By State,Montana,Montana,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,20.8,14.7,28.2
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,21.6,15.4,28.9
Symptoms of Depressive Disorder,By State,Nevada,Nevada,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,31.2,25.4,37.5
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,23.3,18.2,28.9
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,26.4,20.3,33.2
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,29.0,20.8,38.3
Symptoms of Depressive Disorder,By State,New York,New York,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,29.2,24.2,34.6
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,20.2,15.6,25.5
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,20.2,13.9,27.9
Symptoms of Depressive Disorder,By State,Ohio,Ohio,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,26.4,21.3,32.1
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,20.7,15.4,26.9
Symptoms of Depressive Disorder,By State,Oregon,Oregon,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,17.8,13.7,22.6
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,23.0,18.8,27.8
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,22.8,15.3,31.9
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,25.6,20.6,31.1
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,20.5,13.5,29.2
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,21.7,15.2,29.5
Symptoms of Depressive Disorder,By State,Texas,Texas,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,25.7,21.8,30.0
Symptoms of Depressive Disorder,By State,Utah,Utah,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,22.6,17.9,27.8
Symptoms of Depressive Disorder,By State,Vermont,Vermont,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,26.8,20.4,34.1
Symptoms of Depressive Disorder,By State,Virginia,Virginia,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,20.6,16.4,25.4
Symptoms of Depressive Disorder,By State,Washington,Washington,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,22.9,19.4,26.6
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,31.8,24.7,39.7
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,22.9,17.2,29.5
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,18.6,11.0,28.5
Symptoms of Anxiety Disorder,National Estimate,United States,United States,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,30.0,28.9,31.0
Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,42.0,38.3,45.7
Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,34.3,32.6,36.1
Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,31.9,29.3,34.6
Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,31.3,29.0,33.7
Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,22.0,19.8,24.3
Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,16.4,14.5,18.5
Symptoms of Anxiety Disorder,By Age,United States,80 years and above,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,11.0,8.2,14.3
Symptoms of Anxiety Disorder,By Sex,United States,Male,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,26.7,24.9,28.5
Symptoms of Anxiety Disorder,By Sex,United States,Female,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,33.1,32.0,34.2
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,36.2,32.6,39.9
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,27.8,26.8,28.7
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,33.0,29.3,37.0
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,26.3,22.3,30.7
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,38.9,34.1,43.9
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,36.6,30.2,43.4
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,32.8,30.4,35.3
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,31.5,29.7,33.3
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,24.2,23.1,25.4
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,27.2,21.1,34.1
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,27.4,22.8,32.4
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,34.2,29.2,39.4
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,29.1,23.4,35.3
Symptoms of Anxiety Disorder,By State,California,California,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,31.4,27.4,35.6
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,29.7,23.4,36.8
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,29.1,22.4,36.6
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,24.9,19.7,30.8
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,36.2,28.6,44.5
Symptoms of Anxiety Disorder,By State,Florida,Florida,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,27.6,23.1,32.5
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,29.5,24.2,35.4
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,20.4,15.9,25.5
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,25.0,19.9,30.6
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,35.7,30.6,41.1
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,31.5,26.5,36.9
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,20.3,15.5,25.9
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,25.1,20.0,30.9
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,29.6,24.6,35.0
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,34.6,27.2,42.7
Symptoms of Anxiety Disorder,By State,Maine,Maine,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,28.9,22.7,35.7
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,30.1,24.2,36.6
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,28.7,24.5,33.3
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,27.0,22.4,32.1
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,22.9,18.4,27.9
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,38.3,30.9,46.0
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,37.8,32.3,43.7
Symptoms of Anxiety Disorder,By State,Montana,Montana,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,24.9,18.1,32.8
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,29.6,23.1,36.8
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,34.0,28.3,40.2
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,30.4,25.7,35.5
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,36.3,29.9,43.2
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,30.2,22.7,38.4
Symptoms of Anxiety Disorder,By State,New York,New York,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,33.0,27.7,38.5
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,25.9,20.4,32.0
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,1,2,"May 7 - May 12, 2020",05/07/2020,05/12/2020,25.4,18.8,33.0
