Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Year
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By Education,United States,Bachelor's degree or higher,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,24.0,23.4,24.6,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Alabama,Alabama,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,25.2,21.9,28.6,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Alaska,Alaska,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,19.2,16.6,21.9,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Arizona,Arizona,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,20.2,17.9,22.6,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Arkansas,Arkansas,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,25.3,22.0,28.8,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,California,California,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,20.1,18.3,21.9,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Colorado,Colorado,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,22.0,19.7,24.4,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Connecticut,Connecticut,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,23.1,19.7,26.8,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Delaware,Delaware,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,24.0,20.5,27.7,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,District of Columbia,District of Columbia,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,27.6,22.3,33.4,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Florida,Florida,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,21.3,18.6,24.1,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Georgia,Georgia,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,22.8,20.2,25.6,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Hawaii,Hawaii,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,19.6,16.0,23.6,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Idaho,Idaho,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,25.2,22.4,28.3,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Illinois,Illinois,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,20.3,18.0,22.7,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Indiana,Indiana,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,25.3,22.4,28.3,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Iowa,Iowa,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,25.0,21.9,28.2,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Kansas,Kansas,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,23.9,20.4,27.7,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Kentucky,Kentucky,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,28.4,24.6,32.5,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Louisiana,Louisiana,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,26.6,23.3,30.1,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Maine,Maine,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,28.0,23.8,32.4,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Maryland,Maryland,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,20.5,18.3,22.8,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Massachusetts,Massachusetts,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,24.6,22.6,26.7,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Michigan,Michigan,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,23.4,20.8,26.2,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Minnesota,Minnesota,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,23.7,21.5,26.1,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Mississippi,Mississippi,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,21.7,18.2,25.6,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Missouri,Missouri,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,25.9,23.1,28.9,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Montana,Montana,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,21.9,18.7,25.4,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Nebraska,Nebraska,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,25.3,21.6,29.2,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Nevada,Nevada,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,17.7,15.4,20.1,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,New Hampshire,New Hampshire,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,24.3,20.4,28.5,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,New Jersey,New Jersey,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,21.8,19.3,24.4,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,New Mexico,New Mexico,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,23.0,19.9,26.2,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,New York,New York,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,21.9,19.4,24.5,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,North Carolina,North Carolina,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,22.5,19.8,25.5,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,North Dakota,North Dakota,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,20.7,16.8,25.2,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Ohio,Ohio,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,23.6,20.0,27.5,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Oklahoma,Oklahoma,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,24.3,21.7,27.0,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Oregon,Oregon,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,28.3,25.5,31.3,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Pennsylvania,Pennsylvania,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,25.5,22.4,28.8,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Rhode Island,Rhode Island,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,25.9,22.2,30.0,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,South Carolina,South Carolina,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,21.9,18.9,25.1,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,South Dakota,South Dakota,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,20.1,16.4,24.2,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Tennessee,Tennessee,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,24.0,21.1,27.1,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Texas,Texas,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,18.8,16.8,21.0,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Utah,Utah,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,27.5,24.7,30.4,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Vermont,Vermont,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,27.8,22.5,33.6,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Virginia,Virginia,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,21.8,19.2,24.6,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Washington,Washington,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,25.0,23.4,26.7,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,West Virginia,West Virginia,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,23.5,19.9,27.4,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Wisconsin,Wisconsin,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,22.1,19.5,24.9,2020
Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy,By State,Wyoming,Wyoming,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,20.5,16.9,24.4,2020
Needed Counseling or Therapy But Did Not Get It,National Estimate,United States,United States,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,9.2,8.8,9.6,2020
Needed Counseling or Therapy But Did Not Get It,By Age,United States,18 - 29 years,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,15.6,14.5,16.7,2020
Needed Counseling or Therapy But Did Not Get It,By Age,United States,30 - 39 years,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,12.9,11.9,13.9,2020
Needed Counseling or Therapy But Did Not Get It,By Age,United States,40 - 49 years,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,10.0,9.3,10.7,2020
Needed Counseling or Therapy But Did Not Get It,By Age,United States,50 - 59 years,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,7.7,6.9,8.5,2020
Needed Counseling or Therapy But Did Not Get It,By Age,United States,60 - 69 years,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,5.3,4.8,5.9,2020
Needed Counseling or Therapy But Did Not Get It,By Age,United States,70 - 79 years,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,2.9,2.2,3.6,2020
Needed Counseling or Therapy But Did Not Get It,By Age,United States,80 years and above,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,1.4,0.9,2.0,2020
Needed Counseling or Therapy But Did Not Get It,By Sex,United States,Male,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,6.8,6.2,7.3,2020
Needed Counseling or Therapy But Did Not Get It,By Sex,United States,Female,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,11.4,10.9,11.9,2020
Needed Counseling or Therapy But Did Not Get It,By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,2.4,2.2,2.7,2020
Needed Counseling or Therapy But Did Not Get It,By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,21.0,20.2,21.8,2020
Needed Counseling or Therapy But Did Not Get It,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,9.6,8.6,10.6,2020
Needed Counseling or Therapy But Did Not Get It,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,9.1,8.7,9.5,2020
Needed Counseling or Therapy But Did Not Get It,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,9.3,8.3,10.3,2020
Needed Counseling or Therapy But Did Not Get It,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,4.8,3.9,5.8,2020
Needed Counseling or Therapy But Did Not Get It,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,14.2,12.1,16.4,2020
Needed Counseling or Therapy But Did Not Get It,By Education,United States,Less than a high school diploma,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,7.0,5.4,8.8,2020
Needed Counseling or Therapy But Did Not Get It,By Education,United States,High school diploma or GED,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,7.0,6.3,7.8,2020
Needed Counseling or Therapy But Did Not Get It,By Education,United States,Some college/Associate's degree,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,11.2,10.6,11.9,2020
Needed Counseling or Therapy But Did Not Get It,By Education,United States,Bachelor's degree or higher,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,9.7,9.2,10.1,2020
Needed Counseling or Therapy But Did Not Get It,By State,Alabama,Alabama,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,8.4,6.5,10.6,2020
Needed Counseling or Therapy But Did Not Get It,By State,Alaska,Alaska,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,8.5,6.7,10.7,2020
Needed Counseling or Therapy But Did Not Get It,By State,Arizona,Arizona,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,9.7,7.8,11.8,2020
Needed Counseling or Therapy But Did Not Get It,By State,Arkansas,Arkansas,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,7.7,6.3,9.4,2020
Needed Counseling or Therapy But Did Not Get It,By State,California,California,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,9.2,8.0,10.5,2020
Needed Counseling or Therapy But Did Not Get It,By State,Colorado,Colorado,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,10.8,9.0,12.8,2020
Needed Counseling or Therapy But Did Not Get It,By State,Connecticut,Connecticut,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,8.1,6.7,9.8,2020
Needed Counseling or Therapy But Did Not Get It,By State,Delaware,Delaware,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,7.7,5.7,10.1,2020
Needed Counseling or Therapy But Did Not Get It,By State,District of Columbia,District of Columbia,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,11.3,8.1,15.2,2020
Needed Counseling or Therapy But Did Not Get It,By State,Florida,Florida,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,11.0,9.0,13.2,2020
Needed Counseling or Therapy But Did Not Get It,By State,Georgia,Georgia,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,10.2,8.6,12.1,2020
Needed Counseling or Therapy But Did Not Get It,By State,Hawaii,Hawaii,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,6.6,4.2,9.7,2020
Needed Counseling or Therapy But Did Not Get It,By State,Idaho,Idaho,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,9.2,6.9,11.9,2020
Needed Counseling or Therapy But Did Not Get It,By State,Illinois,Illinois,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,8.8,7.3,10.6,2020
Needed Counseling or Therapy But Did Not Get It,By State,Indiana,Indiana,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,9.6,7.9,11.4,2020
Needed Counseling or Therapy But Did Not Get It,By State,Iowa,Iowa,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,7.2,5.7,9.1,2020
Needed Counseling or Therapy But Did Not Get It,By State,Kansas,Kansas,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,9.2,7.1,11.6,2020
Needed Counseling or Therapy But Did Not Get It,By State,Kentucky,Kentucky,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,8.9,6.8,11.5,2020
Needed Counseling or Therapy But Did Not Get It,By State,Louisiana,Louisiana,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,9.3,6.6,12.6,2020
Needed Counseling or Therapy But Did Not Get It,By State,Maine,Maine,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,11.8,8.7,15.5,2020
Needed Counseling or Therapy But Did Not Get It,By State,Maryland,Maryland,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,10.1,7.8,12.8,2020
Needed Counseling or Therapy But Did Not Get It,By State,Massachusetts,Massachusetts,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,9.1,7.5,10.9,2020
Needed Counseling or Therapy But Did Not Get It,By State,Michigan,Michigan,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,10.2,8.2,12.6,2020
Needed Counseling or Therapy But Did Not Get It,By State,Minnesota,Minnesota,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,8.1,6.6,9.9,2020
Needed Counseling or Therapy But Did Not Get It,By State,Mississippi,Mississippi,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,8.4,6.3,10.8,2020
Needed Counseling or Therapy But Did Not Get It,By State,Missouri,Missouri,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,11.2,9.0,13.7,2020
Needed Counseling or Therapy But Did Not Get It,By State,Montana,Montana,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,9.3,7.2,11.9,2020
Needed Counseling or Therapy But Did Not Get It,By State,Nebraska,Nebraska,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,7.7,5.8,10.0,2020
Needed Counseling or Therapy But Did Not Get It,By State,Nevada,Nevada,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,9.9,7.7,12.6,2020
Needed Counseling or Therapy But Did Not Get It,By State,New Hampshire,New Hampshire,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,7.3,5.3,9.7,2020
Needed Counseling or Therapy But Did Not Get It,By State,New Jersey,New Jersey,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,7.6,5.7,9.8,2020
Needed Counseling or Therapy But Did Not Get It,By State,New Mexico,New Mexico,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,11.1,8.6,14.0,2020
Needed Counseling or Therapy But Did Not Get It,By State,New York,New York,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,9.4,7.8,11.3,2020
Needed Counseling or Therapy But Did Not Get It,By State,North Carolina,North Carolina,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,9.5,7.4,12.0,2020
Needed Counseling or Therapy But Did Not Get It,By State,North Dakota,North Dakota,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,5.7,3.8,8.0,2020
Needed Counseling or Therapy But Did Not Get It,By State,Ohio,Ohio,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,9.3,7.1,12.0,2020
Needed Counseling or Therapy But Did Not Get It,By State,Oklahoma,Oklahoma,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,9.0,6.9,11.5,2020
Needed Counseling or Therapy But Did Not Get It,By State,Oregon,Oregon,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,12.9,10.8,15.3,2020
Needed Counseling or Therapy But Did Not Get It,By State,Pennsylvania,Pennsylvania,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,7.8,6.1,9.7,2020
Needed Counseling or Therapy But Did Not Get It,By State,Rhode Island,Rhode Island,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,7.0,4.7,9.8,2020
Needed Counseling or Therapy But Did Not Get It,By State,South Carolina,South Carolina,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,9.3,7.2,11.7,2020
Needed Counseling or Therapy But Did Not Get It,By State,South Dakota,South Dakota,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,6.3,4.2,9.0,2020
